"NTD ID","Agency","Reporter Type","Organization Type","City","State","Report Year","Agency VOMS","UACE Code","UZA Name","Primary UZA Area Sq Miles","Primary UZA Population","Service Area Sq Miles","Service Area Population","Actual Vehicle/Passenger Car Miles","Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Deadhead Miles","Scheduled Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Trains in Operation","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles Traveled","Directional Route Miles"
"30099","City of Winchester, dba: WinTran","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Winchester","VA","2023","8","96103","Winchester, VA","42.22","83,377","9","28,136","0","226,791","0","0","0","20,219","0",,,"0","0","0",,"0","0",,"180,625",,"0","0","0"
"30106","National Capital Region Transportation Planning Board, dba: Commuter Connections","Reduced Reporter","MPO, COG or Other Planning Agency","Washington","DC","2023","12","92242","Washington--Arlington, DC--VA--MD","1,294.51","5,174,759","4,720","8,513,936","0","160,332","0","0","0","4,145","0",,,"0","0","0",,"0","0",,"15,366",,,"0","0"
"30107","West Virginia University, dba: Personal Rapid Transit","Full Reporter","University","Morgantown","WV","2023","46","59275","Morgantown, WV","40.7","77,620","12","60,547","566,268","517,193","49,075","517,193","99,096","84,759","14,337",,,"0","566,268","517,193","49,075","99,096","84,759","14,337","1,600,303",,,"2,890,640","6.3"
"30108","Cecil County Government , dba: Cecil Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Elkton","MD","2023","18","69076","Philadelphia, PA--NJ--DE--MD","1,898.19","5,696,125","346","102,383","0","481,785","0","0","0","27,029","0",,,"0","0","0",,"0","0",,"76,296",,"0","0","0"
"30109","St. Mary's County Government , dba: St. Mary's Transit System","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","California","MD","2023","21","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","46.65","62,352","41","48,284","0","969,652","0","0","0","37,741","0",,,"0","0","0",,"0","0",,"191,591",,"0","0","0"
"30111","Washington County Transportation Authority, dba: Freedom Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Washington","PA","2023","50","69697","Pittsburgh, PA","906.64","1,745,039","861","209,349","1,965,221","1,736,655","228,566","348,091","106,843","95,098","11,745",,,"0","0","0",,"0","0",,"246,090","12,465",,"2,597,556","0"
"30112","District Department of Transportation, dba: DC Circulator, DC Streetcar","Full Reporter","State Government Unit or Department of Transportation","Washington","DC","2023","61","92242","Washington--Arlington, DC--VA--MD","1,294.51","5,174,759","24","317,779","1,770,297","1,608,060","162,237","1,681,016","303,866","279,340","24,526","367",,"0","133,013","126,143","6,870","26,911","25,423","1,488","2,591,448",,,"3,903,496","3.82"
"30114","Accomack-Northhampton Transportation District Comm, dba: STAR Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Tasley","VA","2023","13",,,"0",,,,"0","512,395","0","0","0","20,180","0",,,"0","0","0",,"0","0",,"94,454",,"0","0","0"
"30115","New River Valley Senior Services, Inc., dba: Pulaski Area Transit","Rural Reporter","Private-Non-Profit Corporation","Radford","VA","2023","10",,,"0",,,,"0","229,849","0","0","0","18,938","0",,,"0","0","0",,"0","0",,"26,958",,"0","0","0"
"30116","Borough of Mt. Carmel, dba: Lower Anthracite Transportation System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Mount Carmel","PA","2023","3",,,"0",,,,"0","52,155","0","0","0","4,719","0",,,"0","0","0",,"0","0",,"20,522",,,"0","0"
"30117","Garrett County Community Action Committee, Inc, dba: Garrett Transit Service","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Oakland","MD","2023","13",,,"0",,,,"0","375,268","0","0","0","20,729","0",,,"0","0","0",,"0","0",,"83,039",,"0","0","0"
"30118","Virginia Regional Transit","Rural Reporter","Private-Non-Profit Corporation","Purcellville","VA","2023","22",,,"0",,"144","153,600","0","830,867","0","0","0","56,489","0",,,"0","0","0",,"0","0",,"171,493",,"0","0","0"
"30119","Central West Virginia Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Clarksburg","WV","2023","18",,,"0",,,,"0","519,933","0","0","0","42,132","0",,,"0","0","0",,"0","0",,"175,616",,"58","0","0"
"30121","Bluefield Area Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bluefield","WV","2023","23",,,"0",,,,"0","584,708","0","0","0","33,099","0",,,"0","0","0",,"0","0",,"166,755",,"12,266","0","0"
"30122","Randolph County Senior Center , dba: Country Roads Transit","Rural Reporter","Private-Non-Profit Corporation","Elkins","WV","2023","12",,,"0",,,,"0","153,150","0","0","0","15,728","0",,,"0","0","0",,"0","0",,"22,889",,"4,469","0","0"
"30123","District Three Governmental Cooperative, dba: Mountain Lynx Transit","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Marion","VA","2023","27","10351","Bristol, TN--VA","68.69","70,638","2,777","186,722","0","499,903","0","0","0","47,025","0",,,"0","0","0",,"0","0",,"167,558",,"0","0","0"
"30124","Warren County Transit Authority, dba: Transit Authority of Warren County","Rural Reporter","Independent Public Agency or Authority of Transit Service","Warren","PA","2023","13",,,"0",,,,"0","349,434","0","0","0","16,032","0",,,"0","0","0",,"0","0",,"75,732",,"24,627","0","0"
"30127","Schuylkill Transportation System","Rural Reporter","Independent Public Agency or Authority of Transit Service","Pottsville","PA","2023","40",,,"0",,,,"0","607,084","0","0","0","34,442","0",,,"0","0","0",,"0","0",,"216,566",,"67,928","0","0"
"30129","Anne Arundel County","Full Reporter","City, County or Local Government Unit or Department of Transportation","Annapolis","MD","2023","28","04843","Baltimore, MD","654.93","2,212,038","398","603,441","1,685,328","1,360,508","324,820","955,409","123,716","85,734","37,982","0","0","0","0","0",,"0","0",,"149,857","0","0","1,152,250","0"
"30130","Baltimore County Department of Public Works Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Towson","MD","2023","21","04843","Baltimore, MD","654.93","2,212,038","133","237,644","0","469,748","0","0","0","58,060","0",,,"0","0","0",,"0","0",,"84,498",,"0","0","0"
"30131","Board of County Commissioners of Calvert County, Maryland, dba: Calvert County Public Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Prince Frederick","MD","2023","14","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","46.65","62,352","345","93,445","0","485,603","0","0","0","23,819","0",,,"0","0","0",,"0","0",,"78,550",,"0","0","0"
"30132","Mountain Empire Older Citizens , dba: MetGo!","Rural Reporter","Private-Non-Profit Corporation","Big Stone Gap","VA","2023","35",,,"0",,,,"0","815,705","0","0","0","47,818","0",,,"0","0","0",,"0","0",,"131,742",,"0","0","0"
"30135","Potomac Valley Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Petersburg","WV","2023","26",,,"0",,,,"0","886,605","0","0","0","48,078","0",,,"0","0","0",,"0","0",,"159,165",,"6,671","0","0"
"30137","Monroe County Transportation  Authority, dba: Pocono Pony","Rural Reporter","Independent Public Agency or Authority of Transit Service","Swiftwater","PA","2023","31",,,"0",,,,"0","1,110,571","0","0","0","55,931","0",,,"0","0","0",,"0","0",,"269,559",,"0","0","0"
"30138","Barbour Co. Senior Center , dba: Here & There Transit","Rural Reporter","Private-Non-Profit Corporation","Philippi","WV","2023","14",,,"0",,,,"0","233,776","0","0","0","18,648","0",,,"0","0","0",,"0","0",,"20,759",,"3,732","0","0"
"30140","Mountain Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Summersville","WV","2023","23",,,"0",,,,"0","485,380","0","0","0","19,103","0",,,"0","0","0",,"0","0",,"79,517",,"9,916","0","0"
"30141","Butler Transit  Authority, dba: The Bus","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Butler","PA","2023","13","69697","Pittsburgh, PA","906.64","1,745,039","53","4,681","0","294,274","0","0","0","19,883","0",,,"0","0","0",,"0","0",,"175,527",,"0","0","0"
"30142","Lake Country Area Agency on Aging, dba: Lake Area Bus & Halifax Area Rural Transportation","Rural Reporter","Private-Non-Profit Corporation","South Hill","VA","2023","2",,,"0",,,,"0","62,270","0","0","0","5,186","0",,,"0","0","0",,"0","0",,"13,145",,"0","0","0"
"30147","Town of Chincoteague, dba: Pony Express","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Panacea","FL","2023","3",,,"0",,,,"0","9,580","0","0","0","900","0",,,"0","0","0",,"0","0",,"5,543",,,"0","0"
"30149","Fairmont Marion County Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Fairmont","WV","2023","28",,,"0",,,,"0","615,712","0","0","0","36,287","0",,,"0","0","0",,"0","0",,"142,444",,"10,541","0","0"
"30151","New Castle Area Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","New Castle","PA","2023","51",,,"0",,"60","80,508","0","948,666","0","0","0","57,323","0",,,"0","0","0",,"0","0",,"399,272",,"0","0","0"
"30155","Mayor and City Council Town of Ocean City","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Ocean City","MD","2023","48",,,"0",,,,"0","480,200","0","0","0","78,650","0",,,"0","0","0",,"0","0",,"1,297,214",,"0","0","0"
"30157","Town of Altavista, dba: Altavista Community Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Altavista","VA","2023","2",,,"0",,,,"0","48,743","0","0","0","3,036","0",,,"0","0","0",,"0","0",,"14,298",,,"0","0"
"30161","Dorchester County Council, dba: Delmarva Community Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cambridge","MD","2023","22",,,"0",,,,"0","437,374","0","0","0","19,432","0",,,"0","0","0",,"0","0",,"81,631",,"0","0","0"
"30162","Little Kanawha Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Mount Zion","WV","2023","10",,,"0",,,,"0","138,001","0","0","0","15,349","0",,,"0","0","0",,"0","0",,"28,262",,"277","0","0"
"30164","Town of Bluefield, dba: Graham Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bluefield","VA","2023","3",,,"0",,,,"0","132,943","0","0","0","8,170","0",,,"0","0","0",,"0","0",,"31,171",,,"0","0"
"30165","Town of Farmville, dba: Farmville Area Bus","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Farmville","VA","2023","7",,,"0",,,,"0","171,222","0","0","0","11,560","0",,,"0","0","0",,"0","0",,"90,145",,"0","0","0"
"30170","Endless Mountains Transportation Authority, dba: BeST Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","Mansfield","PA","2023","55",,,"0",,"668","296,066","0","1,545,667","0","0","0","55,923","0",,,"0","0","0",,"0","0",,"158,628",,"79,070","0","0"
"30172","Bay Aging, dba: Bay Transit","Rural Reporter","Area Agency on Aging","Urbanna","VA","2023","36",,,"0",,,,"0","1,392,770","0","0","0","61,262","0",,,"0","0","0",,"0","0",,"130,711",,"8,963","0","0"
"30174","Appalachian Agency for Senior Citizens, dba: Four County Transit","Rural Reporter","Private-Non-Profit Corporation","Cedar Bluff","VA","2023","40",,,"0",,,,"0","689,738","0","0","0","32,793","0",,,"0","0","0",,"0","0",,"121,919",,,"0","0"
"30177","Indiana County Transit Authority, dba: IndiGO","Rural Reporter","Independent Public Agency or Authority of Transit Service","Indiana","PA","2023","19",,,"0",,"1,433","537,169","0","576,640","0","0","0","36,208","0",,,"0","0","0",,"0","0",,"184,319",,"25,990","0","0"
"30178","Unified Human Services Transportation Systems, Inc, dba: RADAR","Rural Reporter","Private-Non-Profit Corporation","Roanoke","VA","2023","39",,,"0",,,,"0","310,784","0","0","0","18,316","0",,,"0","0","0",,"0","0",,"62,651",,,"0","0"
"30183","Tri River Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","West Hamlin","WV","2023","30",,,"0",,,,"0","1,180,144","0","0","0","46,004","0",,,"0","0","0",,"0","0",,"91,046",,"16,894","0","0"
"30184","Town of Blackstone, dba: Blackstone Area Bus Service","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Blackstone","VA","2023","8",,,"0",,,,"0","418,259","0","0","0","15,538","0",,,"0","0","0",,"0","0",,"28,422",,,"0","0"
"30185","Crawford Area Transportation Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Meadville","PA","2023","42",,,"0",,"33","61,634","0","878,914","0","0","0","55,110","0",,,"0","0","0",,"0","0",,"244,099",,"69,601","0","0"
"30186","The County Commissioners of Caroline County, Maryland, dba: Delmarva Community Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Denton","MD","2023","19",,,"0",,,,"0","402,489","0","0","0","31,938","0",,,"0","0","0",,"0","0",,"49,168",,"0","0","0"
"30190","Preston County Sr. Cit, Inc. , dba: Buckwheat Express","Rural Reporter","Private-Non-Profit Corporation","Kingwood","WV","2023","20",,,"0",,,,"0","270,285","0","0","0","12,397","0",,,"0","0","0",,"0","0",,"19,757",,"9,100","0","0"
"30192","Queen Anne's County, dba: County Ride","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Centreville","MD","2023","14","04843","Baltimore, MD","654.93","2,212,038","511","50,380","0","244,732","0","0","0","21,248","0",,,"0","0","0",,"0","0",,"21,854",,"0","0","0"
"30194","Mid-County Transit Authority, dba: Town and Country Transit","Rural Reporter","Independent Public Agency or Authority of Transit Service","Kittanning","PA","2023","11",,,"0",,,,"0","171,189","0","0","0","11,147","0",,,"0","0","0",,"0","0",,"39,305",,"10,469","0","0"
"30196","Area Transportation Authority of North Central PA","Rural Reporter","Independent Public Agency or Authority of Transit Service","Johnsonburg","PA","2023","70",,,"0",,,,"0","1,396,731","0","0","0","108,558","0",,,"0","0","0",,"0","0",,"334,306",,"124,371","0","0"
"30198","City of Suffolk, dba: Suffolk Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Suffolk","VA","2023","8","90892","Virginia Beach--Norfolk, VA","481.67","1,451,578","73","94,324","0","417,155","0","0","0","22,409","0",,,"0","0","0",,"0","0",,"75,077",,"0","0","0"
"30199","New River Transit Authority, dba: New River Transit","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Beckley","WV","2023","13","06139","Beckley, WV","53.64","57,468","38","62,637","0","251,210","0","0","0","20,534","0",,,"0","0","0",,"0","0",,"52,884",,"0","0","0"
"30200","City of Radford, dba: Radford Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Radford","VA","2023","12","08002","Blacksburg--Christiansburg, VA","33.98","72,400","10","18,545","0","382,429","0","0","0","31,251","0",,,"0","0","0",,"0","0",,"127,016",,,"0","0"
